season,week,home,away,spread,model_margin,edge,tier,model_side,final,ats,dog_won
2023,12,Notre Dame,Wake Forest,-25.0,7.5,-17.5,YEL,Wake Forest,45-7,L,
2023,12,Air Force,UNLV,-4.0,17.0,13.0,YEL,Air Force,27-31,L,
2023,12,Arizona State,Oregon,22.0,-13.9,8.1,YEL,Arizona State,13-49,L,
2023,12,Ohio State,Minnesota,-28.0,16.8,-11.2,YEL,Minnesota,37-3,L,
2023,12,Houston,Oklahoma State,7.5,-0.1,7.4,YEL,Houston,30-43,L,
2023,12,South Alabama,Marshall,-8.0,1.5,-6.5,YEL,Marshall,28-0,L,
2023,12,Utah State,Boise State,4.0,-12.8,-8.8,YEL,Boise State,10-45,W,
2023,12,Wisconsin,Nebraska,-5.0,11.3,6.3,YEL,Wisconsin,24-17,W,
2023,12,Missouri,Florida,-10.5,-2.5,-13.0,RED,Florida,33-31,W,False
2023,12,Georgia Tech,Syracuse,-6.0,-6.1,-12.1,RED,Syracuse,31-22,L,False
2023,12,San José State,San Diego State,-14.0,2.0,-12.0,YEL,San Diego State,24-13,W,
2023,13,Western Michigan,Bowling Green,2.0,6.2,8.2,YEL,Western Michigan,10-34,L,
2023,13,Mississippi State,Ole Miss,11.0,3.4,14.4,RED,Mississippi State,7-17,W,False
2023,13,Oklahoma,TCU,-12.5,-1.9,-14.4,RED,TCU,69-45,L,False
2023,13,Central Michigan,Toledo,12.5,-5.3,7.2,YEL,Central Michigan,17-32,L,
2023,13,Tulane,UTSA,-2.5,8.7,6.2,YEL,Tulane,29-16,W,
2023,13,Arkansas,Missouri,7.0,6.9,13.9,RED,Arkansas,14-48,L,False
2023,13,Oregon,Oregon State,-14.0,4.6,-9.4,YEL,Oregon State,31-7,L,
2023,13,Ball State,Miami (OH),6.5,1.1,7.6,RED,Ball State,15-17,W,False
2023,13,Kent State,Northern Illinois,18.5,9.7,28.2,RED,Kent State,27-37,W,False
2023,13,UCF,Houston,-13.5,5.3,-8.2,YEL,Houston,27-13,L,
2023,13,Duke,Pittsburgh,-6.5,-0.1,-6.6,RED,Pittsburgh,30-19,L,False
2023,13,Purdue,Indiana,-2.5,11.0,8.5,YEL,Purdue,35-31,W,
2023,13,Southern Miss,Troy,16.5,-5.5,11.0,YEL,Southern Miss,17-35,L,
2023,13,SMU,Navy,-20.0,8.2,-11.8,YEL,Navy,59-14,L,
2023,13,Rice,Florida Atlantic,-5.0,-7.2,-12.2,RED,Florida Atlantic,24-21,W,False
2023,13,Syracuse,Wake Forest,-3.0,-0.0,-3.0,RED,Wake Forest,35-31,L,False
2023,13,North Texas,UAB,-3.0,-1.1,-4.1,RED,UAB,45-42,P,False
2023,13,UNLV,San José State,-3.5,-2.4,-5.9,RED,San José State,31-37,W,True
2023,13,Florida International,Western Kentucky,10.0,-28.0,-18.0,YEL,Western Kentucky,28-41,W,
2023,13,Utah,Colorado,-21.5,38.7,17.2,YEL,Utah,23-17,L,
2023,13,Oklahoma State,BYU,-17.5,8.3,-9.2,YEL,BYU,40-34,W,
2023,13,UTEP,Liberty,17.0,-5.0,12.0,YEL,UTEP,28-42,W,
2023,13,Illinois,Northwestern,-5.0,19.9,14.9,YEL,Illinois,43-45,L,
2023,13,Arizona State,Arizona,12.5,2.3,14.8,RED,Arizona State,23-59,L,False
2023,13,Virginia,Virginia Tech,2.5,4.7,7.2,YEL,Virginia,17-55,L,
2023,13,Marshall,Arkansas State,-2.0,14.1,12.1,YEL,Marshall,35-21,W,
2023,13,Tennessee,Vanderbilt,-25.5,32.1,6.6,YEL,Tennessee,48-24,L,
2023,13,Rutgers,Maryland,2.0,-13.1,-11.1,YEL,Maryland,24-42,W,
2023,13,Minnesota,Wisconsin,1.5,5.8,7.3,YEL,Minnesota,14-28,L,
2023,13,Baylor,West Virginia,6.5,7.4,13.9,RED,Baylor,31-34,W,False
2023,13,Stanford,Notre Dame,24.5,-14.0,10.5,YEL,Stanford,23-56,L,
2023,13,Georgia Tech,Georgia,23.0,-30.9,-7.9,YEL,Georgia,23-31,L,
2023,13,Cincinnati,Kansas,6.0,5.6,11.6,RED,Cincinnati,16-49,L,False
2023,13,Nevada,Wyoming,11.0,-4.6,6.4,YEL,Nevada,6-42,L,
2023,13,Hawai'i,Colorado State,6.0,0.1,6.1,RED,Hawai'i,27-24,W,True
2023,14,Washington,Oregon,9.0,-2.8,6.2,YEL,Washington,34-31,W,
2023,14,UNLV,Boise State,2.5,-12.1,-9.6,YEL,Boise State,20-44,W,
2023,14,Iowa,Michigan,23.5,-16.2,7.3,YEL,Iowa,0-26,L,
2024,1,Minnesota,North Carolina,-2.5,-8.3,-10.8,YEL,North Carolina,17-19,W,
2024,1,Stanford,TCU,8.5,-16.8,-8.3,YEL,TCU,27-34,L,
2024,1,West Virginia,Penn State,10.0,-17.2,-7.2,YEL,Penn State,12-34,W,
2024,1,Syracuse,Ohio,-17.5,9.9,-7.6,YEL,Ohio,38-22,W,
2024,1,Nebraska,UTEP,-27.5,17.9,-9.6,YEL,UTEP,40-7,L,
2024,1,South Alabama,North Texas,-6.0,13.4,7.4,YEL,South Alabama,38-52,L,
2024,1,Troy,Nevada,-15.5,27.3,11.8,YEL,Troy,26-28,L,
2024,1,Michigan,Fresno State,-21.0,33.6,12.6,YEL,Michigan,30-10,L,
2024,1,Georgia Tech,Georgia State,-20.5,14.2,-6.3,YEL,Georgia State,35-12,L,
2024,1,Charlotte,James Madison,7.5,-19.0,-11.5,YEL,James Madison,7-30,W,
2024,1,Arizona State,Wyoming,-6.5,-2.8,-9.3,RED,Wyoming,48-7,L,False
2024,1,Florida State,Boston College,-16.5,27.5,11.0,YEL,Florida State,13-28,L,
2024,2,SMU,BYU,-11.5,18.1,6.6,YEL,SMU,15-18,L,
2024,2,Northwestern,Duke,-1.5,-9.1,-10.6,YEL,Duke,20-26,W,
2024,2,Michigan,Texas,7.0,6.9,13.9,RED,Michigan,12-31,L,False
2024,2,Syracuse,Georgia Tech,3.0,1.8,4.8,RED,Syracuse,31-28,W,True
2024,2,Memphis,Troy,-19.0,-0.5,-19.5,RED,Troy,38-17,L,False
2024,2,Washington,Eastern Michigan,-25.0,34.7,9.7,YEL,Washington,30-9,L,
2024,2,Louisville,Jacksonville State,-29.0,17.5,-11.5,YEL,Jacksonville State,49-14,L,
2024,2,Iowa,Iowa State,-3.0,-0.3,-3.3,RED,Iowa State,19-20,W,True
2024,2,Texas State,UTSA,-1.0,-7.1,-8.1,YEL,UTSA,49-10,L,
2024,2,Ole Miss,Middle Tennessee,-43.0,27.9,-15.1,YEL,Middle Tennessee,52-3,L,
2024,2,Virginia Tech,Marshall,-20.5,12.3,-8.2,YEL,Marshall,31-14,W,
2024,2,Nevada,Georgia Southern,-1.0,-9.0,-10.0,YEL,Georgia Southern,17-20,W,
2024,2,Alabama,South Florida,-31.0,37.3,6.3,YEL,Alabama,42-16,L,
2024,2,UL Monroe,UAB,13.0,-6.2,6.8,YEL,UL Monroe,32-6,W,
2024,2,Ohio State,Western Michigan,-37.5,43.5,6.0,YEL,Ohio State,56-0,W,
2024,2,New Mexico State,Liberty,22.0,-6.9,15.1,YEL,New Mexico State,24-30,W,
2024,2,San Diego State,Oregon State,6.0,-22.4,-16.4,YEL,Oregon State,0-21,W,
2024,2,Arizona State,Mississippi State,-5.5,-5.9,-11.4,RED,Mississippi State,30-23,L,False
2024,3,Michigan,Arkansas State,-22.5,39.1,16.6,YEL,Michigan,28-18,L,
2024,3,Texas Tech,North Texas,-9.5,18.9,9.4,YEL,Texas Tech,66-21,W,
2024,3,Florida State,Memphis,-7.0,19.6,12.6,YEL,Florida State,12-20,L,
2024,3,Missouri,Boston College,-16.5,22.9,6.4,YEL,Missouri,27-21,L,
2024,3,Washington,Washington State,-4.0,14.3,10.3,YEL,Washington,19-24,L,
2024,3,Purdue,Notre Dame,11.5,-18.9,-7.4,YEL,Notre Dame,7-66,W,
2024,3,Oregon State,Oregon,16.0,-8.5,7.5,YEL,Oregon State,14-49,L,
2024,3,Miami,Ball State,-36.5,25.4,-11.1,YEL,Ball State,62-0,L,
2024,3,Oklahoma,Tulane,-13.5,21.9,8.4,YEL,Oklahoma,34-19,W,
2024,3,Iowa,Troy,-22.5,2.8,-19.7,YEL,Troy,38-21,W,
2024,3,Arkansas,UAB,-24.0,15.6,-8.4,YEL,UAB,37-27,W,
2024,3,Duke,UConn,-17.0,27.2,10.2,YEL,Duke,26-21,L,
2024,3,Florida Atlantic,Florida International,-6.0,16.5,10.5,YEL,Florida Atlantic,38-20,W,
2024,3,Wake Forest,Ole Miss,23.5,-14.4,9.1,YEL,Wake Forest,6-40,L,
2024,3,Texas,UTSA,-34.5,24.6,-9.9,YEL,UTSA,56-7,L,
2024,3,Georgia State,Vanderbilt,10.0,3.0,13.0,RED,Georgia State,36-32,W,True
2024,3,Eastern Michigan,Jacksonville State,-2.0,-8.5,-10.5,YEL,Jacksonville State,37-34,L,
2024,3,Southern Miss,South Florida,11.5,-1.8,9.7,YEL,Southern Miss,24-49,L,
2024,3,Kentucky,Georgia,24.0,-14.9,9.1,YEL,Kentucky,12-13,W,
2024,3,Mississippi State,Toledo,-13.0,2.8,-10.2,YEL,Toledo,17-41,W,
2024,3,UCLA,Indiana,2.5,12.3,14.8,YEL,UCLA,13-42,L,
2024,3,Baylor,Air Force,-15.5,-2.1,-17.6,RED,Air Force,31-3,L,False
2024,3,Tennessee,Kent State,-47.5,40.6,-6.9,YEL,Kent State,71-0,L,
2024,3,Virginia,Maryland,2.0,-10.9,-8.9,YEL,Maryland,13-27,W,
2024,3,Wyoming,BYU,10.0,2.1,12.1,RED,Wyoming,14-34,L,False
2024,3,Fresno State,New Mexico State,-20.0,4.6,-15.4,YEL,New Mexico State,48-0,L,
2024,4,App State,South Alabama,-8.0,1.1,-6.9,YEL,South Alabama,14-48,W,
2024,4,Nebraska,Illinois,-9.0,2.7,-6.3,YEL,Illinois,24-31,W,
2024,4,Washington State,San José State,-13.0,5.5,-7.5,YEL,San José State,54-52,W,
2024,4,Army,Rice,-7.5,-2.5,-10.0,RED,Rice,37-14,L,False
2024,4,Clemson,NC State,-17.0,9.4,-7.6,YEL,NC State,59-35,L,
2024,4,Indiana,Charlotte,-28.5,14.7,-13.8,YEL,Charlotte,52-14,L,
2024,4,Kentucky,Ohio,-21.5,14.9,-6.6,YEL,Ohio,41-6,L,
2024,4,Coastal Carolina,Virginia,3.5,5.0,8.5,RED,Coastal Carolina,24-43,L,False
2024,4,Jacksonville State,Southern Miss,-6.0,13.0,7.0,YEL,Jacksonville State,44-7,W,
2024,4,Auburn,Arkansas,-2.5,9.2,6.7,YEL,Auburn,14-24,L,
2024,4,Texas Tech,Arizona State,-4.5,16.2,11.7,YEL,Texas Tech,30-22,W,
2024,4,Michigan,USC,4.0,17.0,21.0,RED,Michigan,27-24,W,True
2024,4,Missouri,Vanderbilt,-17.5,26.9,9.4,YEL,Missouri,30-27,L,
2024,4,SMU,TCU,1.0,6.8,7.8,YEL,SMU,66-42,W,
2024,4,Liberty,East Carolina,-7.5,14.0,6.5,YEL,Liberty,35-24,W,
2024,4,UConn,Florida Atlantic,-1.0,-6.2,-7.2,YEL,Florida Atlantic,48-14,L,
2024,4,Sam Houston,New Mexico State,-15.0,-6.0,-21.0,RED,New Mexico State,31-11,L,False
2024,4,North Texas,Wyoming,-7.0,-5.4,-12.4,RED,Wyoming,44-17,L,False
2024,4,Florida State,California,-3.0,18.3,15.3,YEL,Florida State,14-9,W,
2024,4,Washington,Northwestern,-11.5,20.3,8.8,YEL,Washington,24-5,W,
2024,4,Oklahoma,Tennessee,6.0,10.9,16.9,RED,Oklahoma,15-25,L,False
2024,4,Ole Miss,Georgia Southern,-35.0,25.4,-9.6,YEL,Georgia Southern,52-13,L,
2024,4,Oregon State,Purdue,-1.5,17.1,15.6,YEL,Oregon State,38-21,W,
2024,4,BYU,Kansas State,7.5,-18.1,-10.6,YEL,Kansas State,38-9,L,
2024,5,Miami,Virginia Tech,-17.5,9.6,-7.9,YEL,Virginia Tech,38-34,W,
2024,5,Rutgers,Washington,-1.0,-12.5,-13.5,YEL,Washington,21-18,L,
2024,5,Kansas State,Oklahoma State,-6.0,15.2,9.2,YEL,Kansas State,42-20,W,
2024,5,Baylor,BYU,-3.0,-0.6,-3.6,RED,BYU,28-34,W,True
2024,5,UAB,Navy,4.5,3.7,8.2,RED,UAB,18-41,L,False
2024,5,Purdue,Nebraska,10.0,1.2,11.2,RED,Purdue,10-28,L,False
2024,5,Indiana,Maryland,-7.5,-8.3,-15.8,RED,Maryland,42-28,L,False
2024,5,NC State,Northern Illinois,-7.0,16.7,9.7,YEL,NC State,24-17,P,
2024,5,Michigan,Minnesota,-10.5,30.7,20.2,YEL,Michigan,27-24,L,
2024,5,Tulane,South Florida,-4.0,15.4,11.4,YEL,Tulane,45-10,W,
2024,5,Ohio,Akron,-8.5,17.5,9.0,YEL,Ohio,30-10,W,
2024,5,Kent State,Eastern Michigan,14.0,-6.8,7.2,YEL,Kent State,33-52,L,
2024,5,Marshall,Western Michigan,-3.5,10.3,6.8,YEL,Marshall,27-20,W,
2024,5,Texas A&M,Arkansas,-6.5,13.1,6.6,YEL,Texas A&M,21-17,L,
2024,5,Auburn,Oklahoma,-2.0,-11.1,-13.1,YEL,Oklahoma,21-27,W,
2024,5,East Carolina,UTSA,-2.0,-6.3,-8.3,YEL,UTSA,30-20,L,
2024,5,Texas,Mississippi State,-37.0,24.8,-12.2,YEL,Mississippi State,35-13,W,
2024,5,Rice,Charlotte,-4.0,13.6,9.6,YEL,Rice,20-21,L,
2024,5,Troy,UL Monroe,-6.0,27.8,21.8,YEL,Troy,9-13,L,
2024,5,Houston,Iowa State,16.0,-8.5,7.5,YEL,Houston,0-20,L,
2024,5,Penn State,Illinois,-19.5,27.6,8.1,YEL,Penn State,21-7,L,
2024,5,Memphis,Middle Tennessee,-27.0,15.4,-11.6,YEL,Middle Tennessee,24-7,W,
2024,5,New Mexico State,New Mexico,9.5,11.4,20.9,RED,New Mexico State,40-50,L,False
2024,5,SMU,Florida State,-6.0,-3.6,-9.6,RED,Florida State,42-16,L,False
2024,5,Texas Tech,Cincinnati,-3.0,9.8,6.8,YEL,Texas Tech,44-41,P,
2024,5,Wyoming,Air Force,4.0,0.6,4.6,RED,Wyoming,31-19,W,True
2024,5,UCLA,Oregon,23.5,-15.5,8.0,YEL,UCLA,13-34,W,
2024,6,Troy,Texas State,14.5,16.7,31.2,RED,Troy,17-38,L,False
2024,6,UTEP,Sam Houston,10.0,1.9,11.9,RED,UTEP,21-41,L,False
2024,6,UNLV,Syracuse,-5.5,-1.7,-7.2,RED,Syracuse,41-44,W,True
2024,6,Oregon,Michigan State,-22.5,31.1,8.6,YEL,Oregon,31-10,L,
2024,6,Air Force,Navy,10.0,14.2,24.2,RED,Air Force,7-34,L,False
2024,6,NC State,Wake Forest,-4.0,11.0,7.0,YEL,NC State,30-34,L,
2024,6,Tulsa,Army,13.5,-1.9,11.6,YEL,Tulsa,7-49,L,
2024,6,Penn State,UCLA,-30.0,21.1,-8.9,YEL,UCLA,27-11,W,
2024,6,Louisville,SMU,-6.5,0.0,-6.5,YEL,SMU,27-34,W,
2024,6,North Carolina,Pittsburgh,2.5,13.1,15.6,YEL,North Carolina,24-34,L,
2024,6,UAB,Tulane,19.5,-11.5,8.0,YEL,UAB,20-71,L,
2024,6,Ball State,Western Michigan,10.0,4.3,14.3,RED,Ball State,42-45,W,False
2024,6,Marshall,App State,-3.0,-2.6,-5.6,RED,App State,52-37,L,False
2024,6,Ohio State,Iowa,-17.0,23.9,6.9,YEL,Ohio State,35-7,W,
2024,6,Northwestern,Indiana,12.5,2.5,15.0,RED,Northwestern,24-41,L,False
2024,6,UConn,Temple,-17.5,6.0,-11.5,YEL,Temple,29-20,W,
2024,6,Nebraska,Rutgers,-7.0,0.6,-6.4,YEL,Rutgers,14-7,P,
2024,6,Vanderbilt,Alabama,23.5,-31.5,-8.0,YEL,Alabama,40-35,L,
2024,6,Oregon State,Colorado State,-10.0,28.3,18.3,YEL,Oregon State,39-31,L,
2024,6,UL Monroe,James Madison,16.5,-23.6,-7.1,YEL,James Madison,21-19,L,
2024,6,Florida State,Clemson,16.5,8.5,25.0,RED,Florida State,13-29,W,False
2024,6,Boise State,Utah State,-28.0,15.3,-12.7,YEL,Utah State,62-30,L,
2024,6,Southern Miss,Louisiana,17.5,-6.3,11.2,YEL,Southern Miss,13-23,W,
2024,6,San José State,Nevada,-7.0,21.8,14.8,YEL,San José State,35-31,L,
2024,6,Washington,Michigan,-1.5,-7.6,-9.1,YEL,Michigan,27-17,L,
2024,6,Georgia Tech,Duke,-10.0,-3.2,-13.2,RED,Duke,24-14,P,False
2024,6,Arizona State,Kansas,-2.5,-14.1,-16.6,YEL,Kansas,35-31,L,
2024,7,Liberty,Florida International,-15.5,27.6,12.1,YEL,Liberty,31-24,L,
2024,7,Jacksonville State,New Mexico State,-21.0,4.4,-16.6,YEL,New Mexico State,54-13,L,
2024,7,Western Kentucky,UTEP,-19.0,12.0,-7.0,YEL,UTEP,44-17,L,
2024,7,Louisiana Tech,Middle Tennessee,-5.0,-2.5,-7.5,RED,Middle Tennessee,48-21,L,False
2024,7,Utah State,UNLV,19.0,-3.3,15.7,YEL,Utah State,34-50,W,
2024,7,Arizona State,Utah,6.0,-15.8,-9.8,YEL,Utah,27-19,L,
2024,7,Wake Forest,Clemson,21.0,-13.0,8.0,YEL,Wake Forest,14-49,L,
2024,7,Army,UAB,-27.0,4.5,-22.5,YEL,UAB,44-10,L,
2024,7,Kent State,Ball State,3.0,-9.7,-6.7,YEL,Ball State,35-37,L,
2024,7,Iowa,Washington,-2.5,-9.0,-11.5,YEL,Washington,40-16,L,
2024,7,North Carolina,Georgia Tech,3.5,9.7,13.2,RED,North Carolina,34-41,L,False
2024,7,Eastern Michigan,Miami (OH),3.0,-10.9,-7.9,YEL,Miami (OH),14-38,W,
2024,7,Colorado State,San José State,-2.5,-9.5,-12.0,YEL,San José State,31-24,L,
2024,7,Pittsburgh,California,-3.5,-1.9,-5.4,RED,California,17-15,W,False
2024,7,Virginia,Louisville,7.0,-14.1,-7.1,YEL,Louisville,20-24,L,
2024,7,UCF,Cincinnati,-2.0,13.3,11.3,YEL,UCF,13-19,L,
2024,7,USC,Penn State,3.5,-10.0,-6.5,YEL,Penn State,30-33,L,
2024,7,Notre Dame,Stanford,-22.5,33.0,10.5,YEL,Notre Dame,49-7,W,
2024,7,Wyoming,San Diego State,-1.5,11.1,9.6,YEL,Wyoming,24-27,L,
2024,7,Oklahoma,Texas,17.0,-0.7,16.3,YEL,Oklahoma,3-34,L,
2024,7,Illinois,Purdue,-22.5,3.7,-18.8,YEL,Purdue,50-49,W,
2024,7,BYU,Arizona,-3.0,-10.7,-13.7,RED,Arizona,41-19,L,False
2024,7,Georgia,Mississippi State,-34.0,26.4,-7.6,YEL,Mississippi State,41-31,W,
2024,7,UL Monroe,Southern Miss,-4.5,-2.9,-7.4,RED,Southern Miss,38-21,L,False
2024,7,Texas State,Arkansas State,-13.5,3.0,-10.5,YEL,Arkansas State,41-9,L,
2024,7,Florida Atlantic,North Texas,5.5,5.4,10.9,RED,Florida Atlantic,37-41,W,False
2024,7,New Mexico,Air Force,-7.0,-11.6,-18.6,RED,Air Force,52-37,L,False
2024,7,Louisiana,App State,-10.0,-2.3,-12.3,RED,App State,34-24,P,False
2024,7,Nevada,Oregon State,3.0,-30.6,-27.6,YEL,Oregon State,42-37,L,
2024,7,LSU,Ole Miss,4.0,8.1,12.1,RED,LSU,29-26,W,True
2024,7,Oregon,Ohio State,3.5,0.1,3.6,RED,Oregon,32-31,W,True
2024,7,Kentucky,Vanderbilt,-12.5,18.9,6.4,YEL,Kentucky,13-20,L,
2024,7,NC State,Syracuse,1.0,7.0,8.0,YEL,NC State,17-24,L,
2024,7,UCLA,Minnesota,3.5,10.1,13.6,RED,UCLA,17-21,L,False
2024,7,Colorado,Kansas State,3.5,-18.4,-14.9,YEL,Kansas State,28-31,L,
2024,8,South Alabama,Troy,-10.0,-2.5,-12.5,RED,Troy,25-9,L,False
2024,8,New Mexico State,Louisiana Tech,12.5,12.1,24.6,RED,New Mexico State,33-30,W,True
2024,8,Sam Houston,Western Kentucky,-1.5,-6.4,-7.9,YEL,Western Kentucky,14-31,W,
2024,8,UTEP,Florida International,7.0,9.1,16.1,RED,UTEP,30-21,W,True
2024,8,Duke,Florida State,-2.5,-8.6,-11.1,YEL,Florida State,23-16,L,
2024,8,Purdue,Oregon,30.0,-23.2,6.8,YEL,Purdue,0-35,L,
2024,8,BYU,Oklahoma State,-8.5,-5.4,-13.9,RED,Oklahoma State,38-35,W,False
2024,8,Nevada,Fresno State,3.0,-13.1,-10.1,YEL,Fresno State,21-24,P,
2024,8,Rutgers,UCLA,-4.0,-2.0,-6.0,RED,UCLA,32-35,W,True
2024,8,Army,East Carolina,-17.5,1.3,-16.2,YEL,East Carolina,45-28,W,
2024,8,UConn,Wake Forest,2.5,-11.8,-9.3,YEL,Wake Forest,20-23,W,
2024,8,Louisville,Miami,4.5,2.7,7.2,RED,Louisville,45-52,L,False
2024,8,Coastal Carolina,Louisiana,6.0,5.1,11.1,RED,Coastal Carolina,24-34,L,False
2024,8,Indiana,Nebraska,-6.5,-1.0,-7.5,RED,Nebraska,56-7,L,False
2024,8,Oklahoma,South Carolina,1.0,18.9,19.9,YEL,Oklahoma,9-35,L,
2024,8,Temple,Tulsa,-3.5,-3.5,-7.0,RED,Tulsa,20-10,L,False
2024,8,Northern Illinois,Toledo,-3.0,-5.3,-8.3,RED,Toledo,6-13,W,True
2024,8,California,NC State,-9.5,-0.4,-9.9,RED,NC State,23-24,W,True
2024,8,South Florida,UAB,-14.0,3.6,-10.4,YEL,UAB,35-25,W,
2024,8,Illinois,Michigan,6.0,-24.6,-18.6,YEL,Michigan,21-7,L,
2024,8,Tulane,Rice,-21.5,9.5,-12.0,YEL,Rice,24-10,W,
2024,8,Navy,Charlotte,-16.5,5.4,-11.1,YEL,Charlotte,51-17,L,
2024,8,UTSA,Florida Atlantic,-4.0,10.8,6.8,YEL,UTSA,38-24,W,
2024,8,Old Dominion,Texas State,10.5,1.4,11.9,RED,Old Dominion,24-14,W,True
2024,8,Kansas,Houston,-4.5,11.2,6.7,YEL,Kansas,42-14,W,
2024,8,Texas Tech,Baylor,-4.5,13.7,9.2,YEL,Texas Tech,35-59,L,
2024,8,San José State,Wyoming,-13.0,5.0,-8.0,YEL,Wyoming,24-14,W,
2024,8,Arizona,Colorado,-2.5,16.0,13.5,YEL,Arizona,7-34,L,
2024,8,Utah State,New Mexico,1.0,9.3,10.3,YEL,Utah State,45-50,L,
2024,8,Mississippi State,Texas A&M,21.0,-12.0,9.0,YEL,Mississippi State,24-34,W,
2024,8,Vanderbilt,Ball State,-27.5,5.1,-22.4,YEL,Ball State,24-14,W,
2024,8,Arkansas,LSU,3.0,-16.1,-13.1,YEL,LSU,10-34,W,
2024,8,West Virginia,Kansas State,2.5,-10.4,-7.9,YEL,Kansas State,18-45,W,
2024,8,Iowa State,UCF,-13.0,1.6,-11.4,YEL,UCF,38-35,W,
2024,8,Air Force,Colorado State,6.0,13.9,19.9,RED,Air Force,13-21,L,False
2024,8,Oregon State,UNLV,6.5,18.3,24.8,RED,Oregon State,25-33,L,False
2024,9,Jacksonville State,Middle Tennessee,-20.5,8.9,-11.6,YEL,Middle Tennessee,42-20,L,
2024,9,Pittsburgh,Syracuse,-5.0,-0.3,-5.3,RED,Syracuse,41-13,L,False
2024,9,Boston College,Louisville,7.0,-14.0,-7.0,YEL,Louisville,27-31,L,
2024,9,Navy,Notre Dame,11.5,-32.9,-21.4,YEL,Notre Dame,14-51,W,
2024,9,Virginia Tech,Georgia Tech,-11.0,3.6,-7.4,YEL,Georgia Tech,21-6,L,
2024,9,Ohio,Buffalo,-4.0,11.1,7.1,YEL,Ohio,47-16,W,
2024,9,Ole Miss,Oklahoma,-19.0,-4.7,-23.7,RED,Oklahoma,26-14,W,False
2024,9,Indiana,Washington,-5.5,-17.8,-23.3,RED,Washington,31-17,L,False
2024,9,Virginia,North Carolina,-3.5,-13.0,-16.5,RED,North Carolina,14-41,W,True
2024,9,Mississippi State,Arkansas,7.5,1.1,8.6,RED,Mississippi State,25-58,L,False
2024,9,UConn,Rice,-6.5,-9.4,-15.9,RED,Rice,17-10,L,False
2024,9,Iowa,Northwestern,-16.5,8.9,-7.6,YEL,Northwestern,40-14,L,
2024,9,Western Michigan,Kent State,-19.0,12.9,-6.1,YEL,Kent State,52-21,L,
2024,9,Ball State,Northern Illinois,13.5,-2.0,11.5,YEL,Ball State,25-23,W,
2024,9,Toledo,Bowling Green,-2.0,8.6,6.6,YEL,Toledo,26-41,L,
2024,9,Minnesota,Maryland,-6.0,-6.1,-12.1,RED,Maryland,48-23,L,False
2024,9,UCF,BYU,-2.5,14.0,11.5,YEL,UCF,24-37,L,
2024,9,Baylor,Oklahoma State,-7.0,-8.6,-15.6,RED,Oklahoma State,38-28,L,False
2024,9,California,Oregon State,-13.0,-7.4,-20.4,RED,Oregon State,44-7,L,False
2024,9,Vanderbilt,Texas,17.0,-29.8,-12.8,YEL,Texas,24-27,L,
2024,9,South Alabama,UL Monroe,-7.0,22.9,15.9,YEL,South Alabama,46-17,W,
2024,9,Wyoming,Utah State,2.0,7.9,9.9,YEL,Wyoming,25-27,P,
2024,9,Arkansas State,Troy,-8.5,-12.2,-20.7,RED,Troy,34-31,W,False
2024,9,Miami,Florida State,-22.5,-6.2,-28.7,RED,Florida State,36-14,W,False
2024,9,Michigan,Michigan State,-3.5,33.6,30.1,YEL,Michigan,24-17,W,
2024,9,Wisconsin,Penn State,6.5,-17.1,-10.6,YEL,Penn State,13-28,W,
2024,9,Duke,SMU,11.5,-2.6,8.9,YEL,Duke,27-28,W,
2024,9,Fresno State,San José State,-6.5,-1.2,-7.7,RED,San José State,33-10,L,False
2024,10,Florida International,New Mexico State,-7.0,-15.7,-22.7,RED,New Mexico State,34-13,L,False
2024,10,Texas State,Louisiana,-4.0,-0.6,-4.6,RED,Louisiana,17-23,W,True
2024,10,Sam Houston,Louisiana Tech,-10.5,3.6,-6.9,YEL,Louisiana Tech,9-3,W,
2024,10,Liberty,Jacksonville State,-2.5,10.0,7.5,YEL,Liberty,21-31,L,
2024,10,UConn,Georgia State,-7.0,-4.8,-11.8,RED,Georgia State,34-27,P,False
2024,10,Florida Atlantic,South Florida,1.5,5.1,6.6,YEL,Florida Atlantic,21-44,L,
2024,10,Army,Air Force,-18.0,-6.1,-24.1,RED,Air Force,20-3,W,False
2024,10,Miami,Duke,-21.0,4.9,-16.1,YEL,Duke,53-31,L,
2024,10,UTSA,Memphis,7.0,0.8,7.8,RED,UTSA,44-36,W,True
2024,10,NC State,Stanford,-10.0,19.2,9.2,YEL,NC State,59-28,W,
2024,10,Illinois,Minnesota,2.5,3.6,6.1,YEL,Illinois,17-25,L,
2024,10,Penn State,Ohio State,3.0,0.6,3.6,RED,Penn State,13-20,L,False
2024,10,Syracuse,Virginia Tech,3.5,0.8,4.3,RED,Syracuse,38-31,W,True
2024,10,Auburn,Vanderbilt,-7.5,20.5,13.0,YEL,Auburn,7-17,L,
2024,10,App State,Old Dominion,2.5,11.4,13.9,YEL,App State,28-20,W,
2024,10,Nebraska,UCLA,-7.5,-3.9,-11.4,RED,UCLA,20-27,W,True
2024,10,Michigan,Oregon,14.5,5.1,19.6,RED,Michigan,17-38,L,False
2024,10,Michigan State,Indiana,7.5,1.7,9.2,RED,Michigan State,10-47,L,False
2024,10,Florida State,North Carolina,2.5,12.2,14.7,YEL,Florida State,11-35,L,
